,CVE_DOC,CVE_CLPV,STATUS,CVE_VEND,FECHAELAB,FECHA_DOC,FECHA_ENT,FECHA_VEN,FECHA_CANCELA,CAN_TOT,DES_TOT,DES_FIN
2781,F32197,573.0,E,2.0,2020-07-09 10:40:55.000,2020-07-09,2020-06-22 00:00:00,2020-07-24,,1431.2,0.0,0
2782,F32198,193.0,E,2.0,2020-07-09 11:03:39.000,2020-07-09,2020-07-09 00:00:00,2020-07-09,,129.35000000000002,0.0,0
2824,F32240,1289.0,E,5.0,2020-07-14 12:03:49.000,2020-07-14,2020-07-13 00:00:00,2020-08-13,,5631.18,0.0,0
2832,F32248,644.0,E,3.0,2020-07-15 09:33:50.000,2020-07-15,2020-06-26 00:00:00,2020-09-13,,15630.0,0.0,0
2836,F32252,209.0,E,5.0,2020-07-15 10:15:32.000,2020-07-15,2020-07-03 00:00:00,2020-07-15,,957.0000000000001,0.0,0
2837,F32253,1982.0,E,1.0,2020-07-15 10:44:43.000,2020-07-15,2020-07-15 00:00:00,2020-07-15,,1720.0000000000002,0.0,0
2849,F32265,644.0,E,1.0,2020-07-16 12:59:22.000,2020-07-16,2020-07-16 00:00:00,2020-09-14,,770.0000000000001,0.0,0
2868,F32284,960.0,E,2.0,2020-07-20 10:55:12.000,2020-07-20,2020-07-20 00:00:00,2020-08-04,,3934.5,0.0,0
2871,F32287,1583.0,E,6.0,2020-07-20 11:59:20.000,2020-07-20,2020-07-21 00:00:00,2020-08-04,,4176.0,0.0,0
2873,F32289,1852.0,E,2.0,2020-07-20 13:42:22.000,2020-07-20,2020-07-20 00:00:00,2020-07-20,,2386.5600000000004,0.0,0
2892,F32308,607.0,E,2.0,2020-07-22 10:16:28.000,2020-07-22,2020-07-22 00:00:00,2020-07-22,,771.0,0.0,0
2913,F32329,315.0,E,6.0,2020-07-23 16:34:32.000,2020-07-23,2020-07-14 00:00:00,2020-08-07,,1740.0000000000002,0.0,0
2928,F32344,778.0,E,2.0,2020-07-24 16:25:44.000,2020-07-24,2020-07-24 00:00:00,2020-08-08,,4494.0,0.0,0
2929,F32345,960.0,E,2.0,2020-07-24 16:27:23.000,2020-07-24,2020-07-10 00:00:00,2020-08-08,,3299.2000000000003,0.0,0
2930,F32346,629.0,E,2.0,2020-07-24 16:50:27.000,2020-07-24,2020-07-24 00:00:00,2020-07-24,,608.7500000000001,0.0,0
2931,F32347,417.0,E,2.0,2020-07-27 09:14:12.000,2020-07-27,2020-07-16 00:00:00,2020-08-11,,4460.0,0.0,0
2934,F32350,1802.0,E,4.0,2020-07-27 11:11:30.000,2020-07-27,2020-07-27 00:00:00,2020-07-27,,73275.86200000001,0.0,0
2938,F32354,473.0,E,2.0,2020-07-27 13:46:31.000,2020-07-27,2020-07-27 00:00:00,2020-07-27,,384.5,0.0,0
2947,F32363,1784.0,E,2.0,2020-07-28 10:50:07.000,2020-07-28,2020-07-15 00:00:00,2020-08-12,,1552.0,0.0,0
2961,F32377,161.0,E,5.0,2020-07-29 11:06:30.000,2020-07-29,2020-07-21 00:00:00,2020-08-28,,1954.0,0.0,0
2968,F32384,466.0,E,3.0,2020-07-29 13:36:21.000,2020-07-29,2020-07-15 00:00:00,2020-09-27,,2577.1000000000004,0.0,0
2988,F32404,1965.0,E,2.0,2020-07-30 14:59:26.000,2020-07-30,2020-07-14 00:00:00,2020-08-14,,6879.25,1031.89,0
2990,F32406,1965.0,E,2.0,2020-07-30 16:45:53.000,2020-07-30,2020-07-30 00:00:00,2020-08-14,,10939.6364,1640.95,0
3020,F32436,466.0,E,3.0,2020-07-31 17:42:35.000,2020-07-31,2020-07-28 00:00:00,2020-09-29,,1937.6000000000001,0.0,0
3023,F32439,161.0,E,5.0,2020-08-05 09:22:30.770,2020-08-05,2020-08-06 00:00:00,2020-09-04,,3700.0000000000005,0.0,0
3024,F32440,537.0,E,2.0,2020-08-05 09:29:37.933,2020-08-05,2020-08-05 00:00:00,2020-09-04,,15332.545800000002,0.0,0
3025,F32441,1690.0,E,2.0,2020-08-05 09:37:51.193,2020-08-05,2020-07-30 00:00:00,2020-08-05,,5493.400000000001,0.0,0
3046,F32462,1053.0,E,5.0,2020-08-05 17:29:05.747,2020-08-05,2020-08-07 00:00:00,2020-09-04,,17372.82,0.0,0
3054,F32470,1965.0,E,2.0,2020-08-07 10:24:00.223,2020-08-07,2020-08-07 00:00:00,2020-08-22,,1129.5,0.0,0
3058,F32474,1852.0,E,2.0,2020-08-07 12:46:42.560,2020-08-07,2020-08-07 00:00:00,2020-08-22,,2271.7200000000003,0.0,0
3059,F32475,1852.0,E,2.0,2020-08-07 13:00:49.210,2020-08-07,2020-08-07 00:00:00,2020-08-22,,2271.72,0.0,0
3060,F32476,1831.0,E,2.0,2020-08-07 13:20:26.973,2020-08-07,2020-07-22 00:00:00,2020-09-21,,5088.55,0.0,0
3065,F32481,1831.0,E,2.0,2020-08-07 14:37:46.623,2020-08-07,2020-07-23 00:00:00,2020-09-21,,10177.1,0.0,0
3071,F32487,455.0,E,,2020-08-10 14:21:12.310,2020-08-10,2020-08-10 00:00:00,2020-08-10,,1901.7966000000001,0.0,0
3074,F32490,1453.0,E,2.0,2020-08-10 14:31:44.383,2020-08-10,2020-08-10 00:00:00,2020-09-09,,1970.0000000000002,0.0,0
3078,F32494,1965.0,E,2.0,2020-08-10 17:29:47.590,2020-08-10,2020-08-10 00:00:00,2020-08-25,,4982.76,0.0,0
3091,F32507,1019.0,E,2.0,2020-08-12 09:45:32.840,2020-08-12,2020-08-05 00:00:00,2020-08-27,,5000.0,0.0,0
3095,F32511,237.0,E,2.0,2020-08-12 12:34:45.747,2020-08-12,2020-07-31 00:00:00,2020-08-12,,3519.5400000000004,0.0,0
3100,F32516,778.0,E,2.0,2020-08-13 10:13:40.740,2020-08-13,2020-08-13 00:00:00,2020-08-28,,900.0000000000001,0.0,0
3121,F32537,1591.0,E,1.0,2020-08-14 13:53:58.560,2020-08-14,2020-08-14 00:00:00,2020-08-14,,3200.0,0.0,0
3127,F32543,1334.0,E,2.0,2020-08-17 13:14:10.363,2020-08-17,2020-08-11 00:00:00,2020-08-17,,2079.0,0.0,0
3160,F32576,1240.0,E,2.0,2020-08-19 13:54:55.503,2020-08-19,2020-08-19 00:00:00,2020-08-19,,290.0,0.0,0
3164,F32580,161.0,E,5.0,2020-08-19 17:04:32.687,2020-08-19,2020-08-14 00:00:00,2020-09-18,,1230.0,0.0,0
3166,F32582,687.0,E,3.0,2020-08-19 17:10:51.117,2020-08-19,2020-08-12 00:00:00,2020-09-18,,990.0000000000001,0.0,0
3169,F32585,644.0,E,3.0,2020-08-20 09:10:57.687,2020-08-20,2020-08-12 00:00:00,2020-10-19,,71346.0,0.0,0
3179,F32595,1053.0,E,5.0,2020-08-20 14:03:09.460,2020-08-20,2020-08-17 00:00:00,2020-09-19,,17372.82,0.0,0
3196,F32612,466.0,E,5.0,2020-08-24 09:32:19.490,2020-08-24,2020-08-25 00:00:00,2020-10-23,,3780.0000000000005,0.0,0
3200,F32616,925.0,E,3.0,2020-08-24 11:24:07.787,2020-08-24,2020-08-12 00:00:00,2020-10-23,,1800.0000000000002,0.0,0
3222,F32638,1583.0,E,6.0,2020-08-26 08:51:48.007,2020-08-26,2020-08-13 00:00:00,2020-09-25,,11484.000000000002,0.0,0
3223,F32639,1965.0,E,2.0,2020-08-26 09:52:03.277,2020-08-26,2020-08-14 00:00:00,2020-09-25,,1476.72,221.51,0
3231,F32647,153.0,E,5.0,2020-08-26 12:57:45.853,2020-08-26,2020-08-24 00:00:00,2020-08-26,,28760.000000000004,0.0,0
3239,F32655,1289.0,E,5.0,2020-08-27 11:18:26.477,2020-08-27,2020-08-26 00:00:00,2020-09-26,,1397.0000000000002,0.0,0
3242,F32658,1784.0,E,2.0,2020-08-27 13:53:59.520,2020-08-27,2020-08-17 00:00:00,2020-09-11,,1662.15,0.0,0
3253,F32669,466.0,E,5.0,2020-08-28 09:24:19.903,2020-08-28,2020-08-27 00:00:00,2020-10-27,,11760.000000000002,0.0,0
3255,F32671,1965.0,E,2.0,2020-08-28 10:26:35.703,2020-08-28,2020-08-28 00:00:00,2020-09-27,,1500.0000000000002,0.0,0
3267,F32683,1802.0,C,10.0,2020-08-31 13:27:01.277,2020-08-31,2020-08-31 00:00:00,2020-08-31,2020-08-31,8.0,0.0,0
3269,F32685,1429.0,E,5.0,2020-08-31 13:43:02.617,2020-08-31,2020-08-31 00:00:00,2020-09-30,,23625.000000000004,0.0,0
3289,F32705,908.0,E,2.0,2020-08-31 17:01:15.487,2020-08-31,2020-08-31 00:00:00,2020-09-15,,2787.8,0.0,0
3303,F32719,455.0,E,2.0,2020-09-02 16:48:46.557,2020-09-02,2020-09-02 00:00:00,2020-09-02,,1901.7999,0.0,0
3316,F32732,1965.0,E,2.0,2020-09-03 09:31:09.397,2020-09-03,2020-08-28 00:00:00,2020-10-03,,756.0000000000001,113.39999999999999,0
3317,F32733,1289.0,E,5.0,2020-09-03 12:30:39.353,2020-09-03,2020-09-03 00:00:00,2020-10-03,,1397.0000000000002,0.0,0
3318,F32734,1453.0,E,5.0,2020-09-03 12:34:06.480,2020-09-03,2020-08-27 00:00:00,2020-10-03,,8700.0,0.0,0
3321,F32737,161.0,E,5.0,2020-09-03 13:39:21.163,2020-09-03,2020-09-03 00:00:00,2020-10-03,,895.5,0.0,0
3324,F32740,1852.0,E,2.0,2020-09-03 14:04:37.733,2020-09-03,2020-09-03 00:00:00,2020-10-03,,2386.5600000000004,0.0,0
3331,F32747,357.0,E,2.0,2020-09-03 17:12:43.843,2020-09-03,2020-09-03 00:00:00,2020-09-18,,102.00000000000001,0.0,0
3346,F32762,1965.0,E,2.0,2020-09-07 10:24:32.110,2020-09-07,2020-09-07 00:00:00,2020-10-07,,1211.25,0.0,0
3347,F32763,1852.0,E,2.0,2020-09-07 10:53:19.223,2020-09-07,2020-09-07 00:00:00,2020-10-07,,4543.4400000000005,0.0,0
3349,F32765,607.0,E,2.0,2020-09-07 11:12:33.147,2020-09-07,2020-08-24 00:00:00,2020-09-07,,2601.3900000000003,0.0,0
3360,F32776,1289.0,E,5.0,2020-09-07 17:46:26.767,2020-09-07,2020-09-04 00:00:00,2020-10-07,,4191.0,0.0,0
3362,F32778,480.0,E,2.0,2020-09-08 09:07:09.390,2020-09-08,2020-09-08 00:00:00,2020-10-08,,2150.0,322.5,0
3364,F32780,1965.0,E,2.0,2020-09-08 10:24:02.227,2020-09-08,2020-09-08 00:00:00,2020-10-08,,1129.5,0.0,0
3376,F32792,1586.0,E,2.0,2020-09-08 16:05:54.303,2020-09-08,2020-08-26 00:00:00,2020-09-08,,1390.24,0.0,0
3390,F32806,1289.0,E,5.0,2020-09-09 12:57:00.297,2020-09-09,2020-09-10 00:00:00,2020-10-09,,690.0,0.0,0
3391,F32807,466.0,E,5.0,2020-09-09 13:31:14.700,2020-09-09,2020-09-04 00:00:00,2020-11-08,,9606.000000000002,0.0,0
3392,F32808,466.0,E,5.0,2020-09-09 13:34:02.520,2020-09-09,2020-09-04 00:00:00,2020-11-08,,5757.1,0.0,0
3415,F32831,237.0,E,2.0,2020-09-11 14:39:31.580,2020-09-11,2020-09-09 00:00:00,2020-09-11,,1599.7092,0.0,0
3416,F32832,1831.0,E,2.0,2020-09-11 15:59:28.523,2020-09-11,2020-09-04 00:00:00,2020-10-26,,3129.5000000000005,0.0,0
3420,F32836,163.0,E,2.0,2020-09-14 10:52:46.920,2020-09-14,2020-09-14 00:00:00,2020-09-14,,120.0,0.0,0
3444,F32860,644.0,E,5.0,2020-09-18 16:10:21.657,2020-09-18,2020-09-11 00:00:00,2020-11-17,,8500.0,0.0,0
3463,F32879,1583.0,E,6.0,2020-09-21 16:51:09.333,2020-09-21,2020-09-17 00:00:00,2020-10-21,,7308.000000000001,0.0,0
3464,F32880,161.0,E,5.0,2020-09-21 17:07:56.183,2020-09-21,2020-09-21 00:00:00,2020-10-21,,261.0,0.0,0
3479,F32895,1943.0,E,2.0,2020-09-22 17:29:31.660,2020-09-22,2020-09-22 00:00:00,2020-09-22,,1293.1034000000002,0.0,0
3482,F32898,161.0,E,5.0,2020-09-23 08:34:56.370,2020-09-23,2020-09-23 00:00:00,2020-10-23,,895.5,0.0,0
3483,F32899,466.0,E,5.0,2020-09-23 08:37:32.867,2020-09-23,2020-09-25 00:00:00,2020-11-22,,1130.5,0.0,0
3484,F32900,644.0,E,5.0,2020-09-23 08:39:24.630,2020-09-23,2020-09-23 00:00:00,2020-11-22,,17000.0,0.0,0
3491,F32907,161.0,E,5.0,2020-09-24 10:17:22.773,2020-09-24,2020-09-28 00:00:00,2020-10-24,,2460.0,0.0,0
3500,F32916,1158.0,E,3.0,2020-09-28 08:40:19.653,2020-09-28,2020-09-28 00:00:00,2020-09-28,,2403.4291,0.0,0
3506,F32922,1943.0,E,2.0,2020-09-28 12:13:37.900,2020-09-28,2020-09-18 00:00:00,2020-09-28,,1944.7200000000003,0.0,0
3518,F32934,537.0,E,2.0,2020-09-28 16:07:53.303,2020-09-28,2020-09-28 00:00:00,2020-10-28,,15332.545800000002,0.0,0
3519,F32935,1925.0,E,6.0,2020-09-28 16:20:51.553,2020-09-28,2020-09-21 00:00:00,2020-10-28,,5496.0,0.0,0
3523,F32939,1289.0,E,5.0,2020-09-29 08:39:31.870,2020-09-29,2020-09-21 00:00:00,2020-10-29,,3754.12,0.0,0
3524,F32940,644.0,E,5.0,2020-09-29 09:10:50.127,2020-09-29,2020-09-30 00:00:00,2020-11-28,,12200.0,0.0,0
3527,F32943,1965.0,E,2.0,2020-09-29 13:13:46.957,2020-09-29,2020-09-29 00:00:00,2020-09-29,,10701.696,1605.25,0
3528,F32944,1757.0,E,2.0,2020-09-29 13:20:13.463,2020-09-29,2020-06-29 00:00:00,2020-09-29,,1101.6,0.0,0
3529,F32945,1757.0,E,2.0,2020-09-29 13:21:26.583,2020-09-29,2020-09-15 00:00:00,2020-09-29,,968.4000000000001,0.0,0
3534,F32950,644.0,E,5.0,2020-09-29 17:49:53.207,2020-09-29,2020-09-30 00:00:00,2020-11-28,,35673.0,0.0,0
3535,F32951,466.0,E,5.0,2020-09-29 17:51:51.667,2020-09-29,2020-09-30 00:00:00,2020-11-28,,1937.6000000000001,0.0,0
3541,F32957,1943.0,E,2.0,2020-09-30 11:43:31.440,2020-09-30,2020-09-30 00:00:00,2020-09-30,,5347.9827000000005,0.0,0
3549,F32965,1429.0,E,5.0,2020-09-30 13:55:24.397,2020-09-30,2020-10-05 00:00:00,2020-11-29,,9450.0,0.0,0
3551,F32967,377.0,E,2.0,2020-09-30 14:52:16.720,2020-09-30,2020-09-30 00:00:00,2020-10-15,,5110.8486,0.0,0
3556,F32972,1130.0,E,2.0,2020-09-30 16:26:58.487,2020-09-30,2020-09-24 00:00:00,2020-10-08,,279.0,0.0,0
3584,F33000,237.0,E,2.0,2020-10-02 12:04:47.187,2020-10-02,2020-10-02 00:00:00,2020-10-02,,258.0,0.0,0
3593,F33009,481.0,E,2.0,2020-10-02 14:47:15.727,2020-10-02,2020-10-02 00:00:00,2020-10-02,,414.26000000000005,0.0,0
3597,F33013,357.0,E,2.0,2020-10-02 16:35:12.793,2020-10-02,2020-10-02 00:00:00,2020-10-17,,2380.0,0.0,0
3599,F33015,1539.0,C,2.0,2020-10-05 09:35:36.660,2020-10-05,2020-10-01 00:00:00,2020-11-04,2020-10-07,1960.0,0.0,0
3600,F33016,1965.0,E,2.0,2020-10-05 10:26:19.030,2020-10-05,2020-10-05 00:00:00,2020-10-05,,12009.400000000001,1801.4100000000003,0
3601,F33017,1943.0,E,2.0,2020-10-05 10:42:25.287,2020-10-05,2020-10-05 00:00:00,2020-10-05,,972.3600000000001,0.0,0
3602,F33018,1943.0,E,2.0,2020-10-05 10:44:47.137,2020-10-05,2020-10-05 00:00:00,2020-10-05,,972.3600000000001,0.0,0
3604,F33020,1943.0,E,2.0,2020-10-05 13:53:25.670,2020-10-05,2020-10-05 00:00:00,2020-10-05,,5347.9800000000005,0.0,0
3608,F33024,361.0,E,2.0,2020-10-06 10:27:07.527,2020-10-06,2020-09-28 00:00:00,2020-10-06,,792.0000000000001,0.0,0
3611,F33027,1965.0,E,2.0,2020-10-06 11:34:30.970,2020-10-06,2020-10-06 00:00:00,2020-10-06,,1781.2500000000002,267.19,0
3619,F33035,237.0,E,2.0,2020-10-07 13:14:30.447,2020-10-07,2020-09-18 00:00:00,2020-10-07,,6230.9,0.0,0
3621,F33037,1583.0,E,3.0,2020-10-07 13:50:26.343,2020-10-07,2020-10-07 00:00:00,2020-11-06,,11484.000000000002,0.0,0
3629,F33045,1539.0,E,2.0,2020-10-07 17:46:09.060,2020-10-07,2020-10-01 00:00:00,2020-11-06,,2600.0,0.0,0
3630,F33046,466.0,E,5.0,2020-10-08 08:31:33.863,2020-10-08,2020-10-07 00:00:00,2020-12-07,,1937.6,0.0,0
3632,F33048,357.0,E,2.0,2020-10-08 09:44:51.350,2020-10-08,2020-10-08 00:00:00,2020-10-23,,255.00000000000003,0.0,0
3634,F33050,161.0,E,5.0,2020-10-08 10:28:54.590,2020-10-08,2020-10-08 00:00:00,2020-11-07,,895.5000000000001,0.0,0
3653,F33069,629.0,E,2.0,2020-10-09 11:25:55.890,2020-10-09,2020-10-09 00:00:00,2020-10-09,,345.8808,0.0,0
3654,F33070,1586.0,E,2.0,2020-10-09 12:46:22.960,2020-10-09,2020-10-02 00:00:00,2020-10-09,,4520.0,0.0,0
3659,F33075,163.0,E,2.0,2020-10-09 14:32:08.227,2020-10-09,2020-10-09 00:00:00,2020-10-09,,538.4000000000001,0.0,0
3660,F33076,1453.0,E,2.0,2020-10-09 14:52:05.917,2020-10-09,2020-10-09 00:00:00,2020-10-09,,1970.0000000000002,0.0,0
3668,F33084,484.0,C,2.0,2020-10-12 12:50:17.060,2020-10-12,2020-10-12 00:00:00,2020-10-27,2020-10-30,6012.27,0.0,0
3675,F33091,1784.0,E,2.0,2020-10-13 10:20:51.663,2020-10-13,2020-10-13 00:00:00,2020-10-28,,115.0,0.0,0
3687,F33103,1965.0,E,2.0,2020-10-14 09:24:59.787,2020-10-14,2020-09-29 00:00:00,2020-11-13,,1041.0,156.15,0
3688,F33104,644.0,E,5.0,2020-10-14 09:40:18.923,2020-10-14,2020-10-09 00:00:00,2020-12-13,,7788.000000000001,0.0,0
3689,F33105,644.0,E,5.0,2020-10-14 09:43:15.847,2020-10-14,2020-10-09 00:00:00,2020-12-13,,3450.0000000000005,0.0,0
3690,F33106,644.0,E,5.0,2020-10-14 09:45:03.327,2020-10-14,2020-10-12 00:00:00,2020-12-13,,1725.0000000000002,0.0,0
3691,F33107,1965.0,E,2.0,2020-10-14 09:52:14.017,2020-10-14,2020-10-14 00:00:00,2020-11-13,,1770.4350000000002,265.57,0
3702,F33118,466.0,E,5.0,2020-10-14 15:23:44.627,2020-10-14,2020-09-29 00:00:00,2020-12-13,,3180.0000000000005,0.0,0
3712,F33128,687.0,E,5.0,2020-10-14 17:18:38.790,2020-10-14,2020-10-10 00:00:00,2020-11-13,,1590.0000000000002,0.0,0
3713,F33129,1539.0,E,2.0,2020-10-14 17:23:29.420,2020-10-14,2020-10-06 00:00:00,2020-11-13,,1300.0,0.0,0
3716,F33132,644.0,E,5.0,2020-10-15 10:45:12.643,2020-10-15,2020-10-09 00:00:00,2020-12-14,,8500.0,0.0,0
3717,F33133,644.0,E,5.0,2020-10-15 10:46:25.737,2020-10-15,2020-10-13 00:00:00,2020-12-14,,1900.0000000000002,0.0,0
3720,F33136,1943.0,E,2.0,2020-10-15 13:14:48.047,2020-10-15,2020-09-22 00:00:00,2020-10-15,,5347.9800000000005,0.0,0
3752,F33168,1289.0,E,5.0,2020-10-19 14:16:58.617,2020-10-19,2020-10-13 00:00:00,2020-11-18,,3380.0000000000005,0.0,0
3756,F33172,484.0,E,2.0,2020-10-19 14:56:51.177,2020-10-19,2020-10-12 00:00:00,2020-11-03,,6012.280000000001,0.0,0
3758,F33174,1284.0,E,2.0,2020-10-19 16:24:51.240,2020-10-19,2020-10-15 00:00:00,2020-11-18,,543.0000000000001,0.0,0
3767,F33183,209.0,E,2.0,2020-10-20 13:15:36.980,2020-10-20,2020-10-20 00:00:00,2020-10-20,,504.00000000000006,0.0,0
3773,F33189,466.0,E,5.0,2020-10-21 09:40:02.507,2020-10-21,2020-10-12 00:00:00,2020-12-20,,5880.000000000001,0.0,0
3774,F33190,466.0,E,5.0,2020-10-21 10:04:55.617,2020-10-21,2020-10-12 00:00:00,2020-12-20,,11760.000000000002,0.0,0
3786,F33202,421.0,E,2.0,2020-10-21 13:44:28.120,2020-10-21,2020-10-21 00:00:00,2020-11-05,,534.48,0.0,0
3789,F33205,209.0,E,2.0,2020-10-21 14:50:51.437,2020-10-21,2020-10-21 00:00:00,2020-10-21,,504.00000000000006,0.0,0
3796,F33212,1504.0,E,3.0,2020-10-22 11:00:27.993,2020-10-22,2020-10-22 00:00:00,2020-10-22,,534.5454,0.0,0
3823,F33239,361.0,E,2.0,2020-10-27 10:11:22.180,2020-10-27,2020-10-27 00:00:00,2020-10-27,,250.00000000000003,0.0,0
3824,F33240,925.0,E,5.0,2020-10-27 11:09:29.313,2020-10-27,2020-10-19 00:00:00,2020-12-26,,3600.0000000000005,0.0,0
3832,F33248,1429.0,E,5.0,2020-10-27 16:30:36.977,2020-10-27,2020-11-02 00:00:00,2020-12-26,,23625.000000000004,0.0,0
3844,F33260,209.0,E,2.0,2020-10-28 11:54:56.917,2020-10-28,2020-10-28 00:00:00,2020-10-28,,267.24,0.0,0
3854,F33270,125.0,E,2.0,2020-10-29 12:22:25.153,2020-10-29,2020-10-29 00:00:00,2020-10-29,,300.0,0.0,0
3856,F33272,1585.0,E,2.0,2020-10-29 12:58:41.297,2020-10-29,2020-10-29 00:00:00,2020-10-29,,146.14999999999998,0.0,0
3873,F33289,644.0,E,4.0,2020-10-30 11:04:38.727,2020-10-30,2020-10-28 00:00:00,2020-12-29,,35673.0,0.0,0
3875,F33291,1284.0,E,2.0,2020-10-30 12:07:34.673,2020-10-30,2020-10-30 00:00:00,2020-11-29,,347.50000000000006,0.0,0
3883,F33299,1284.0,E,2.0,2020-10-30 16:06:28.147,2020-10-30,2020-10-30 00:00:00,2020-11-29,,1077.0545000000002,0.0,0
3884,F33300,960.0,E,2.0,2020-10-30 16:24:23.417,2020-10-30,2020-10-30 00:00:00,2020-11-14,,4185.0,0.0,0
3888,F33304,310.0,E,2.0,2020-10-30 17:19:17.430,2020-10-30,2020-10-30 00:00:00,2020-10-30,,1493.5948,0.0,0
3898,F33314,403.0,E,2.0,2020-10-30 17:51:58.917,2020-10-30,2020-10-20 00:00:00,2020-10-30,,329.77000000000004,0.0,0
3905,F33321,253.0,C,6.0,2020-11-04 13:26:11.453,2020-11-04,2020-11-03 00:00:00,2020-12-19,2020-11-04,2700.0,0.0,0
3908,F33324,253.0,E,6.0,2020-11-04 15:02:04.603,2020-11-04,2020-11-03 00:00:00,2020-12-19,,2700.0,0.0,0
3920,F33336,359.0,E,2.0,2020-11-04 18:21:23.047,2020-11-04,2020-11-03 00:00:00,2020-11-19,,60.1454,0.0,0
3923,F33339,1453.0,E,5.0,2020-11-05 09:14:31.723,2020-11-05,2020-11-05 00:00:00,2020-12-05,,1305.0,0.0,0
3936,F33352,310.0,E,2.0,2020-11-06 12:18:43.227,2020-11-06,2020-10-28 00:00:00,2020-11-06,,1493.6000000000001,0.0,0
3968,F33384,1016.0,C,6.0,2020-11-12 09:41:24.147,2020-11-12,2020-11-03 00:00:00,2020-11-12,2020-11-17,1530.0000000000002,0.0,0
3977,F33393,644.0,E,4.0,2020-11-13 08:13:57.513,2020-11-13,2020-10-27 00:00:00,2021-01-12,,18500.0,0.0,0
3979,F33395,1539.0,C,6.0,2020-11-13 09:09:38.653,2020-11-13,2020-11-13 00:00:00,2020-12-13,2020-11-18,51180.00000000001,0.0,0
3984,F33400,1016.0,C,6.0,2020-11-13 12:37:40.927,2020-11-13,2020-11-17 00:00:00,2020-11-13,2020-11-17,5610.000000000001,0.0,0
3993,F33409,1016.0,E,5.0,2020-11-17 09:25:13.140,2020-11-17,2020-11-03 00:00:00,2020-11-17,,1530.0,0.0,0
3994,F33410,1016.0,E,6.0,2020-11-17 09:26:19.887,2020-11-17,2020-11-17 00:00:00,2020-11-17,,5610.000000000001,0.0,0
3996,F33412,466.0,E,6.0,2020-11-17 10:01:56.437,2020-11-17,2020-11-13 00:00:00,2021-01-16,,9688.0,0.0,0
4012,F33428,1284.0,E,2.0,2020-11-18 08:33:50.373,2020-11-18,2020-11-18 00:00:00,2020-12-18,,713.9046,0.0,0
4013,F33429,1539.0,E,3.0,2020-11-18 08:55:06.983,2020-11-18,2020-11-13 00:00:00,2020-12-18,,51180.0,2559.0,0
4024,F33440,1453.0,E,5.0,2020-11-18 12:18:10.217,2020-11-18,2020-11-18 00:00:00,2020-12-18,,1450.0000000000002,0.0,0
4033,F33449,1429.0,E,6.0,2020-11-19 09:37:28.930,2020-11-19,2020-11-13 00:00:00,2021-01-18,,9450.0,0.0,0
4038,F33454,417.0,E,2.0,2020-11-19 11:16:58.753,2020-11-19,2020-11-19 00:00:00,2020-12-04,,6944.0,0.0,0
4041,F33457,269.0,E,,2020-11-19 18:02:17.640,2020-11-19,2020-11-19 00:00:00,2020-12-19,,1450.0000000000002,0.0,0
4043,F33459,644.0,E,4.0,2020-11-20 10:32:49.717,2020-11-20,2020-11-24 00:00:00,2021-01-19,,35673.0,0.0,0
4061,F33477,142.0,E,6.0,2020-11-23 09:10:29.290,2020-11-23,2020-11-18 00:00:00,2020-11-23,,1287.5,0.0,0
4071,F33487,1852.0,E,2.0,2020-11-24 09:25:12.770,2020-11-24,2020-11-24 00:00:00,2020-12-24,,3630.0000000000005,0.0,0
4077,F33493,484.0,E,2.0,2020-11-24 13:52:25.027,2020-11-24,2020-11-13 00:00:00,2020-12-09,,6226.0,0.0,0
4078,F33494,466.0,E,6.0,2020-11-24 13:58:19.457,2020-11-24,2020-11-23 00:00:00,2021-01-23,,4514.700000000001,0.0,0
4079,F33495,466.0,E,6.0,2020-11-24 14:01:00.047,2020-11-24,2020-11-13 00:00:00,2021-01-23,,1937.6000000000001,0.0,0
4080,F33496,484.0,E,2.0,2020-11-24 14:13:12.347,2020-11-24,2020-11-24 00:00:00,2020-12-09,,227.50000000000003,0.0,0
4086,F33502,361.0,E,2.0,2020-11-25 11:14:11.257,2020-11-25,2020-11-11 00:00:00,2020-11-25,,1485.0000000000002,0.0,0
4089,F33505,361.0,E,2.0,2020-11-25 11:53:32.043,2020-11-25,2020-11-11 00:00:00,2020-11-25,,888.2,0.0,0
4096,F33512,1965.0,E,2.0,2020-11-25 14:43:44.683,2020-11-25,2020-11-25 00:00:00,2020-12-25,,2004.545,0.0,0
4100,F33516,248.0,E,4.0,2020-11-25 17:25:52.710,2020-11-25,2020-11-25 00:00:00,2020-11-25,,910.0,0.0,0
4106,F33522,248.0,E,4.0,2020-11-26 11:28:12.443,2020-11-26,2020-11-26 00:00:00,2020-11-26,,384.75500000000005,0.0,0
4117,F33533,644.0,E,4.0,2020-11-26 16:47:29.330,2020-11-26,2020-11-27 00:00:00,2021-01-25,,11891.000000000002,0.0,0
4119,F33535,466.0,E,3.0,2020-11-26 16:53:56.300,2020-11-26,2020-11-20 00:00:00,2021-01-25,,2577.1000000000004,0.0,0
4125,F33541,1020.0,E,5.0,2020-11-27 09:20:16.590,2020-11-27,2020-11-27 00:00:00,2020-12-27,,143.4109,0.0,0
4128,F33544,644.0,E,4.0,2020-11-27 10:58:48.957,2020-11-27,2020-11-27 00:00:00,2021-01-26,,23782.000000000004,0.0,0
